,sstb_id,zuco_id,content,control_id,sstb_label,pred_confidence,gold_confidence,uncertainty
0,38,383.0,"cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate vincent's days",,1,0.57025045,0.40039062,1.1402547782315204
1,81,359.0,gollum's `performance' is incredible!,,1,0.9598589,0.033579666,0.2687299647596552
2,86,206.0,"it's the best film of the year so far, the benchmark against which all other best picture contenders should be measured.",,1,0.9348604,0.056022204,0.38556940981752574
3,94,255.0,"the movie is a blast of educational energy, as bouncy animation and catchy songs escort you through the entire 85 minutes.",,1,0.8933345,0.093787566,0.5464641671965582
4,105,189.0,... a roller-coaster ride of a movie,25.0,1,0.92777073,0.92777073,0.43288256799615055
5,139,396.0,a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done.,,1,0.6335937,0.30893463,1.1775091441134695
6,155,93.0,it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times.,,1,0.5626024,0.33944544,1.3242786224118377
7,219,299.0,it won't bust your gut -- and it's not intended to -- it's merely a blandly cinematic surgical examination of what makes a joke a joke.,,0,0.5220416,0.338892,1.4144010571082921
8,252,347.0,remarkably accessible and affecting.,,1,0.88090545,0.09629174,0.6106585404445983
9,262,50.0,i like the new footage and still love the old stuff.,,1,0.95508707,0.03678688,0.29501615858066
10,290,381.0,it's solid and affecting and exactly as thought-provoking as it should be.,41.0,1,0.87804353,0.104056776,0.6083396123716897
11,342,178.0,this bold and lyrical first feature from raja amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment.,,1,0.78990096,0.19123971,0.8332082182446934
12,344,336.0,girls gone wild and gone civil again,,0,0.72624975,0.21758917,1.047212164114741
13,349,162.0,... always remains movingly genuine.,21.0,1,0.7762645,0.19659558,0.8862025223249321
14,371,69.0,an intriguing and entertaining introduction to johnson.,,1,0.97115576,0.023338402,0.208848894897423
15,384,121.0,"celebrated at sundance, this slight comedy of manners has winning performances and a glossy, glib charm that's hard to beat.",,1,0.50916207,0.50916207,1.4376396968581766
16,406,308.0,"often gruelling and heartbreaking to witness, but seldahl and wollter's sterling performances raise this far above the level of the usual maudlin disease movie.",,1,0.46502128,0.36250314,1.4816759406029243
17,408,182.0,"the stunning, dreamlike visuals will impress even those viewers who have little patience for euro-film pretension.",24.0,1,0.7112512,0.24328098,1.0484942087855977
18,456,153.0,an inspiring and heart-affecting film about the desperate attempts of vietnamese refugees living in u.s. relocation camps to keep their hopes alive in 1975.,,1,0.748355,0.20590349,0.9859835886851673
19,478,109.0,"only an epic documentary could get it all down, and spike lee's jim brown: all american at long last gives its subject a movie worthy of his talents.",14.0,1,0.59776366,0.3370658,1.2293216694083045
20,677,312.0,ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier.,,1,0.8610722,0.116937,0.6689767394649462
21,726,18.0,a work of astonishing delicacy and force.,3.0,1,0.8551866,0.11477604,0.7033660033705089
22,768,363.0,"not as distinctive or even as humorous as its needs to be to stand out, but it has clearly been made with affection and care.",,0,0.63696796,0.07773848,1.2171968925224763
23,793,342.0,"so young, so smart, such talent, such a wise ***.",,1,0.7773101,0.17463188,0.9326089449725455
24,840,225.0,"``13 conversations'' holds its goodwill close, but is relatively slow to come to the point.",,0,0.52952397,0.26537174,1.4623751876098454
25,882,17.0,the film often achieves a mesmerizing poetry.,2.0,1,0.6756629,0.29248238,1.0593049522275084
26,884,324.0,it's neither as romantic nor as thrilling as it should be.,38.0,-1,0.41394448,0.18910977,1.5102386472755687
27,904,386.0,a richly imagined and admirably mature work from a gifted director who definitely has something on his mind.,,1,0.9468137,0.04321534,0.3368070613292368
28,907,208.0,it never fails to engage us.,,1,0.41917935,0.41290727,1.4849616691476581
29,944,160.0,"there is a refreshing absence of cynicism in stuart little 2 -- quite a rarity, even in the family film market.",,1,0.46614012,0.3893975,1.446372373929712
30,974,260.0,"... a cute and sometimes side-splittingly funny blend of legally blonde and drop dead gorgeous, starring piper perabo in what could be her breakthrough role.",,1,0.87689793,0.109446764,0.6000964839158353
31,984,80.0,"novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty, no-budget approach.",,1,0.492268,0.492268,1.4986929359751957
32,990,291.0,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining.,,1,0.86593086,0.11275486,0.65320661831143
33,999,360.0,"... a haunting vision, with images that seem more like disturbing hallucinations.",,-1,0.88186896,0.014109726,0.5863086777918266
34,1029,230.0,genuinely touching because it's realistic about all kinds of love.,,1,0.93858683,0.049242835,0.3771399811551242
35,1059,194.0,"this is cool, slick stuff, ready to quench the thirst of an audience that misses the summer blockbusters.",,1,0.575884,0.36297902,1.2356731606873188
36,1134,173.0,the film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people.,,0,0.3852995,0.324845,1.5749620821533254
37,1147,221.0,"not only is undercover brother as funny, if not more so, than both austin powers films, but it's also one of the smarter, savvier spoofs to come along in some time.",31.0,1,0.72827184,0.23005342,1.011918228469977
38,1151,286.0,"the inhospitability of the land emphasizes the spare precision of the narratives and helps to give them an atavistic power, as if they were tales that had been handed down since the beginning of time.",,0,0.6440513,0.0728077,1.1994411456734237
39,1175,9.0,"ultimately feels emp11111ty and unsatisfying, like swallowing a communion wafer without the wine.",,-1,0.74280155,0.04542152,0.9954770310127944
40,1183,60.0,one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals... a psychological masterpiece.,,1,0.8648316,0.117213055,0.6478365460295643
41,1211,40.0,"beautifully observed, miraculously unsentimental comedy-drama.",,1,0.80371773,0.16394944,0.8411297391434344
42,1228,282.0,the second coming of harry potter is a film far superior to its predecessor.,,1,0.60981596,0.3151994,1.2403899568698822
43,1301,375.0,"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women, water, nature, and sexuality.",,1,0.8627008,0.11545415,0.6639174398331895
44,1330,185.0,"for the most part, it's a work of incendiary genius, steering clear of knee-jerk reactions and quick solutions.",,1,0.46156555,0.4278563,1.39015726475544
45,1368,332.0,griffiths proves she's that rare luminary who continually raises the standard of her profession.,,1,0.78410065,0.1834682,0.8843883633323057
46,1371,384.0,"an important movie, a reminder of the power of film to move us and to make us examine our values.",,1,0.80822957,0.17396663,0.790665987787991
47,1381,103.0,"creepy, authentic and dark.",,0,0.6721483,0.6721483,1.1234000484903381
48,1389,139.0,and i've decided to leave a light on every night from now on.,,0,0.93357056,0.031219551,0.418711971486984
49,1393,106.0,"the film is a contrivance, as artificial as the video games japanese teens play in a nightclub sequence, but it's an enjoyable one.",,0,0.7806724,0.0302067,0.8857634506172793
50,1465,84.0,but it's too long and too convoluted and it ends in a muddle.,12.0,-1,0.94262826,0.008513156,0.3516768533054861
51,1471,38.0,"the movie is for fans who can't stop loving anime, and the fanatical excess built into it.",,0,0.456034,0.12390268,1.4155075934839436
52,1475,307.0,a strangely compelling and brilliantly acted psychological drama.,,1,0.9354709,0.0533409,0.38810426210859267
53,1489,159.0,"for those who pride themselves on sophisticated, discerning taste, this might not seem like the proper cup of tea, however it is almost guaranteed that even the stuffiest cinema goers will laugh their 1*** off for an hour-and-a-half.",,1,0.47738647,0.47738647,1.4937977937836875
54,1523,262.0,few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,,1,0.56234515,0.3612882,1.2810542227704882
55,1527,198.0,"while it regards 1967 as the key turning point of the 20th century, and returns again and again to images of dissidents in the streets, it's alarmingly current.",,0,0.6765163,0.6765163,1.0793187452910644
56,1531,67.0,"stephen rea, aidan quinn, and alan bates play desmond's legal eagles, and when joined by brosnan, the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing, `tis.",,1,0.83975744,0.1291018,0.7487342957418517
57,1532,171.0,"director of photography benoit delhomme shot the movie in delicious colors, and the costumes and sets are grand.",,1,0.8591143,0.12134494,0.6683837432847711
58,1565,211.0,"more romantic, more emotional and ultimately more satisfying than the teary-eyed original.",,1,0.7645087,0.19223538,0.9494959214607647
59,1632,37.0,"featuring a dangerously seductive performance from the great daniel auteuil, ``sade'' covers the same period as kaufmann's ``quills'' with more unsettlingly realistic results.",,1,0.49493894,0.49493894,1.5049307467219897
60,1648,344.0,a thinly veiled look at different aspects of chinese life clashing with each other.,,0,0.69583094,0.25740042,1.0746588753659365
61,1656,226.0,"not the kind of film that will appeal to a mainstream american audience, but there is a certain charm about the film that makes it a suitable entry into the fest circuit.",,1,0.69440806,0.24193868,1.1136107100119015
62,1685,351.0,"shamelessly resorting to pee-related sight gags that might even cause tom green a grimace; still, myer's energy and the silliness of it all eventually prevail.",,0,0.5571952,0.5571952,1.3152779103789327
63,1688,24.0,"this version moves beyond the original's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema's inability to stand in for true, lived experience.",,0,0.45639563,0.45639563,1.3772215036794686
64,1691,158.0,allen's funniest and most likeable movie in years.,20.0,1,0.9554216,0.036118083,0.2941541815345356
65,1743,21.0,"but if you've paid a matinee price and bought a big tub of popcorn, there's guilty fun to be had here.",,0,0.60677046,0.053938497,1.1936565952029785
66,1770,252.0,the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths.,,1,0.9531171,0.038933676,0.30379262673467133
67,1777,237.0,"measured against practically any like-themed film other than its oscar-sweeping franchise predecessor the silence of the lambs, red dragon rates as an exceptional thriller.",,1,0.85227615,0.120697774,0.7055256755087186
68,1784,303.0,a solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy.,,0,0.45511708,0.19307992,1.5052220853325513
69,1827,98.0,"... creates a visceral sense of its characters' lives and conflicted emotions that carries it far above... what could have been a melodramatic, lifetime channel-style anthology.",,0,0.44219178,0.39210418,1.4799081309347053
70,1893,31.0,"same song, second verse, coulda been better, but it coulda been worse.",6.0,0,0.56921947,0.28288966,1.3858735208877493
71,1936,272.0,the pianist is polanski's best film.,35.0,1,0.8387084,0.13994208,0.7283415389071196
72,1940,83.0,"high crimes knows the mistakes that bad movies make and is determined not to make them, and maybe that is nobility of a sort.",,0,0.5386466,0.5386466,1.3998660293619474
73,1954,116.0,"i thought the relationships were wonderful, the comedy was funny, and the love `real'.",,1,0.9500216,0.041666023,0.31875191418286336
74,1984,261.0,"this method almost never fails him, and it works superbly here.",,1,0.7911682,0.16264589,0.8984332405236917
75,2023,273.0,maybe thomas wolfe was right: you can't go home again.,,0,0.6667724,0.1989974,1.2422790143069593
76,2044,259.0,"the real charm of this trifle is the deadpan comic face of its star, jean reno, who resembles sly stallone in a hot sake half-sleep.",,0,0.59772384,0.09367039,1.2872278839885103
77,2081,281.0,"alain choquart's camera barely stops moving, portraying both the turmoil of the time and giving conduct a perpetual sense of urgency, which, for a film that takes nearly three hours to unspool, is both funny and irritating.",,0,0.53640455,0.23997335,1.4593519045903283
78,2082,35.0,mostly martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it's a pleasurable trifle.,,0,0.5023821,0.12366192,1.4025088867577562
79,2100,354.0,"bogdanovich taps deep into the hearst mystique, entertainingly reenacting a historic scandal.",,1,0.55747855,0.37724775,1.2575339614298158
80,2109,244.0,"it would be disingenuous to call reno a great film, but you can say that about most of the flicks moving in and out of the multiplex.",,0,0.5122651,0.14750472,1.4308400187910137
81,2130,318.0,"methodical, measured, and gently tedious in its comedy, secret ballot is a purposefully reductive movie -- which may be why it's so successful at lodging itself in the brain.",,1,0.61147,0.3067184,1.25235324204655
82,2146,114.0,"just about the best straight-up, old-school horror film of the last 15 years.",,1,0.8847017,0.10074276,0.5787661636599245
83,2223,263.0,steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate manhattan denizens -- especially the a**holes.,,0,0.42436725,0.42436725,1.5112576444819308
84,2254,107.0,"at its worst the screenplay is callow, but at its best it is a young artist's thoughtful consideration of fatherhood.",,0,0.5598733,0.2229589,1.429703299460136
85,2260,297.0,norton holds the film together.,,0,0.9273755,0.023271404,0.441356626156451
86,2263,294.0,a creaky staircase gothic.,,0,0.60249746,0.3738567,1.0988186541938423
87,2268,176.0,isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol's most intense psychological mysteries.,,1,0.87751275,0.10338254,0.6129723090379812
88,2270,390.0,wedding feels a bit anachronistic.,,-1,0.8707782,0.016027272,0.6251874198111749
89,2295,284.0,"the film just might turn on many people to opera, in general, an art form at once visceral and spiritual, wonderfully vulgar and sublimely lofty -- and as emotionally grand as life.",,1,0.5846547,0.3158165,1.3091818133364497
90,2345,243.0,"pacino and williams seem to keep upping the ante on each other, just as their characters do in the film.",,1,0.788895,0.788895,0.9320978125341812
91,2347,164.0,the cast is top-notch and i predict there will be plenty of female audience members drooling over michael idemoto as michael.,,1,0.5414749,0.38338372,1.2900931149518846
92,2361,127.0,the simplicity of the way home has few equals this side of aesop.,,0,0.48311883,0.15710956,1.4571725404385947
93,2366,10.0,exudes the fizz of a busby berkeley musical and the visceral excitement of a sports extravaganza.,,1,0.71466035,0.22836678,1.0684294057777093
94,2384,380.0,"but the talented cast alone will keep you watching, as will the fight scenes.",40.0,1,0.64438313,0.32390246,1.0932268102836888
95,2401,88.0,"one of the finest, most humane and important holocaust movies ever made.",,1,0.9318725,0.05440677,0.4082700018441859
96,2407,265.0,the most compelling performance of the year adds substantial depth to this shocking testament to anti-semitism and neo-fascism.,,1,0.60755104,0.2963104,1.281580403690803
97,2436,120.0,"ultimate x is a ride, basically the kind of greatest-hits reel that might come with a subscription to espn the magazine.",,0,0.8572531,0.018027157,0.6694944072440432
98,2456,268.0,"a work of extraordinary journalism, but it is also a work of deft and subtle poetry.",33.0,1,0.752718,0.19455913,0.9918033096077139
99,2458,108.0,at 78 minutes it just zings along with vibrance and warmth.,,1,0.70985687,0.25336304,1.028049685172956
100,2486,95.0,"... a solid, well-formed satire.",,1,0.7584811,0.21436258,0.9200631545574054
101,2520,179.0,photographed with melancholy richness and eloquently performed yet also decidedly uncinematic.,,0,0.6003319,0.6003319,1.27079115808025
102,2561,39.0,"the ring is worth a look, if you don't demand much more than a few cheap thrills from your halloween entertainment.",,0,0.65793574,0.03842603,1.1001798968754213
103,2564,232.0,"armed with a game supporting cast, from the pitch-perfect forster to the always hilarious meara and levy, like mike shoots and scores, doing its namesake proud.",,1,0.83678925,0.14272633,0.7308845603741024
104,2581,289.0,"hard, endearing, caring, warm.",,1,0.4841961,0.39792007,1.3992666698236904
105,2594,357.0,"devos and cassel have tremendous chemistry -- their sexual and romantic tension, while never really vocalized, is palpable.",,1,0.7729032,0.18165834,0.9369015459467558
106,2643,197.0,"for veggietales fans, this is more appetizing than a side dish of asparagus.",,1,0.7650615,0.19777831,0.9345123629609696
107,2703,209.0,"denis forges out of the theories of class - based rage and sisterly obsession a razor-sided tuning fork that rings with cultural, sexual and social discord.",,0,0.66951954,0.66951954,1.0743253150145882
108,2742,199.0,a truly wonderful tale combined with stunning animation.,29.0,1,0.98256016,0.011950126,0.14248559469477365
109,2817,204.0,a portrait of an artist.,,0,0.9401313,0.015095654,0.37569635878378177
110,2871,203.0,"while tattoo borrows heavily from both seven and the silence of the lambs, it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in.",,1,0.5186017,0.5186017,1.4672438444731208
111,2925,285.0,"the delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a scrooge or two.",,1,0.7541503,0.21288803,0.9443993875850962
112,2953,168.0,it's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair.,,1,0.9628674,0.030166155,0.2548483635974323
113,2969,393.0,"every individual will see the movie through the prism of his or her own beliefs and prejudices, but the one thing most will take away is the sense that peace is possible.",,1,0.5068431,0.5068431,1.4072918962609018
114,2974,247.0,narc is a no-bull throwback to 1970s action films.,,1,0.85449684,0.85449684,0.7436108465813231
115,2986,191.0,audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling.,,1,0.8963434,0.08422268,0.5526444927423014
116,3002,238.0,"the movie has no respect for laws, political correctness or common decency, but it displays something more important: respect for its flawed, crazy people.",,0,0.41497827,0.30739254,1.5629697319086617
117,3043,348.0,"the climactic events are so well realized that you may forget all about the original conflict, just like the movie does.",,0,0.4655177,0.093942106,1.355054057870483
118,3089,115.0,"gosling creates a staggeringly compelling character, a young man whose sharp intellect is at the very root of his contradictory, self-hating, self-destructive ways.",,1,0.37628698,0.37155676,1.5624998753065045
119,3172,267.0,a biopic about crane's life in the classic tradition but evolves into what has become of us all in the era of video.,,0,0.9127096,0.020702025,0.49634472510814226
120,3174,138.0,"thanks to a small star with big heart, this family film sequel is plenty of fun for all.",,1,0.9170815,0.071959004,0.4590939278661986
121,3188,146.0,"the fun of the movie is the chance it affords to watch jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad.",,1,0.7627207,0.19983771,0.9397372818855072
122,3229,401.0,"it's a head-turner -- thoughtfully written, beautifully read and, finally, deeply humanizing.",45.0,1,0.91603124,0.07198466,0.4656632781681935
123,3273,30.0,it's all a rather shapeless good time...,,0,0.55718994,0.06416257,1.2548667684889099
124,3422,77.0,"whatever heartwarming scene the impressively discreet filmmakers may have expected to record with their mini dv, they show a remarkable ability to document both sides of this emotional car-wreck.",,1,0.7992867,0.16293246,0.8634020083781208
125,3440,241.0,the film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work.,,1,0.7449453,0.20237274,1.0066160033438767
126,3545,135.0,"a fiercely clever and subtle film, capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries.",,1,0.5140987,0.36090034,1.3991177328480433
127,3570,329.0,"this is an extraordinary film, not least because it is japanese and yet feels universal.",,1,0.8748285,0.1021754,0.6301812800442782
128,3576,63.0,"qutting may be a flawed film, but it is nothing if not sincere.",,0,0.569005,0.569005,1.3646298798878733
129,3577,6.0,"beautifully crafted, engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic, twisty yarn that will keep them guessing.",,1,0.8014492,0.17031153,0.8361732851368937
